passage_id,chapter,section,subsection,heading,page,kind,text_clean,word_count
p0294,Part 6: Academic Procedures and Information,Procedure for Resolution of Students' Academic Concerns,,,66,text,"Students have the right to make any informal or formal complaint they deem important without fear of retaliation or any other adverse consequences because of doing so. If a student has questions or concerns about the policies and procedures related to the academic complaint resolution process, the student may consult their academic advisor or the Office of Undergraduate Studies at any point during the process or before initiating a formal or informal complaint.",73
p0295,Part 6: Academic Procedures and Information,Procedure for Resolution of Students' Academic Concerns,,,66,text,Issues related to academic integrity will be resolved according to the Undergraduate Academic Integrity Policy8. Issues related to non-academic behaviors as described in the student handbook will be resolved according to the student complaint and conduct processes 9. Issues related to harassment and discrimination will be resolved according to the Sexual Harassment and Misconduct Policy10. Issues related to grading will be resolved according to the Undergraduate Student Grade Review Procedure.,70
p0296,Part 6: Academic Procedures and Information,Grade Review Procedure,,,66,text,"Faculty are expected to maintain fair and consistent grading standards. With the exception of “I” grades, changes in end-of-term grades may be made by the instructor only because of an error in calculation or an error in transcription. Changes in grades may not be based on the late submission of required work, the resubmission of work previously judged unsatisfactory, or on additional work.",63
p0297,Part 6: Academic Procedures and Information,Grade Review Procedure,,,66,text,"A student who questions a final grade received in a course should first discuss the matter with the instructor(s) within thirty days of the grade being released. After meeting with the instructor(s), if the student still believes the instructor(s) has assigned an inaccurate or unjustified grade, the student may make a formal complaint to the appropriate Division Chair, or to the Director of the Language and Culture Center for language related courses. The formal complaint must be submitted prior to the first day of classes for the term immediately following the recording of the grade. Formal grade complaints will only be considered in cases in which there was an error in the original grade report.",115
p0298,Part 6: Academic Procedures and Information,Grade Review Procedure,,,66,text,The Division Chair will review the case with the Instructor(s) involved. The review will focus on whether the grade assigned by the instructor was arrived at in accordance with the course grading policy as articulated in the syllabus and/or as discussed with the students in class and calculated in the same way that the grades other students received in the course were calculated. Generally,64
p0299,Part 6: Academic Procedures and Information,Grade Review Procedure,,,66,text,"8 Refer to Duke Kunshan University Academic Policies, Approved by the Faculty August 29, 2018",15
p0300,Part 6: Academic Procedures and Information,Grade Review Procedure,,,66,text,9 Refer to Duke Kunshan University Student Handbook,8
p0301,Part 6: Academic Procedures and Information,Grade Review Procedure,,,66,text,"10 Refer to the Bulletin of Duke Kunshan University Undergraduate Instruction, Part 1, or the Student Handbook speaking the review will not focus on how individual pieces of work in a course were graded, as it is the responsibility solely of the instructor to evaluate the quality of students' work within the context of his/her course.",56
p0302,Part 6: Academic Procedures and Information,Grade Review Procedure,,,67,text,"If the Division Chair agrees with the Instructor(s) that there are no legitimate grounds on which to change the grade, the grade stands as recorded. If the Division Chair believes there are grounds to consider a change and the Instructor(s) is unwilling to change the grade, the Division Chair will notify the student that he or she may request a review of the case in writing to the Dean of Undergraduate Studies. A written request must be submitted before the end of the Drop/Add period of the term following that in which the Instructor(s) recorded the grade.",97
p0303,Part 6: Academic Procedures and Information,Grade Review Procedure,,,67,text,"The Dean will review the case and decide whether there are grounds to convene a faculty committee to review the grade. If the Dean decides there are no grounds, then the grade is not changed. If the Dean decides that there are grounds to proceed, the case will be referred to a committee consisting of the faculty members of the Undergraduate Academic Review Board. This committee will then evaluate and review the case, and the Dean may initiate a grade change if that is the recommendation of the committee. The decision of the committee is final.",96
p0304,Part 6: Academic Procedures and Information,Exclusion of Disruptive Students from a Course,,,67,text,"The successful conduct of a course depends upon a spirit of mutual respect and cooperation among its participants. If a student disrupts a class in such a way that it seriously compromises the educational experience of the course for other students and/or prevents the instructor from accomplishing the goals of the course as outlined in the syllabus, the instructor may require the student to leave the class meeting.",68
p0305,Part 6: Academic Procedures and Information,Exclusion of Disruptive Students from a Course,,,67,text,"The instructor and the student are then expected to meet to discuss and prepare in writing the conditions under which the student may return to the course. If the disruptive behavior continues, the instructor may report the matter to the Office of Undergraduate Studies for further resolution.",47
p0306,Part 6: Academic Procedures and Information,Compliance with Academic Regulations,,,67,text,"Under no circumstances may students ignore official rules and requirements, as this is a breach of the Duke Kunshan University Community Standard. Students who ignore official rules and requirements will at the least have their registration for the next academic term blocked by the Dean of Undergraduate Studies until after the close of the last window of that registration period. They could also be subject to involuntary withdrawal for a period of two terms and/or other possible disciplinary action.",79
p0307,Part 6: Academic Procedures and Information,Religious Holidays,,,67,text,"In recognition that observances of religious holidays may affect classroom attendance and the submission of graded work, members of the various religious affiliations should inform their instructors of major religious holidays that occur when classes are being held at or before the beginning of each term. In the event of a conflict, students wishing to observe a specific religious holiday should request that their instructors arrange for a postponement or makeup of work. Duke Kunshan University encourages all faculty to make reasonable accommodations necessary for students’ religious observances. If an instructor is unable or unwilling to grant the request, students should consult the Office of Undergraduate Studies.",107
p0308,Part 7: Academic Advising and Support,,,,69,text,"The Office of Undergraduate Advising is committed to providing a student-centered advising experience that promotes holistic learning and understanding of the integrated and interdisciplinary curriculum and prepares the next generation of scholars and leaders. Further, academic advising provides undergraduates with academic strategies that reinforce a researchoriented liberal arts and sciences education that is inclusive of how students learn and develop in pursuit of their academic and career endeavors. The Office of Undergraduate Advising consists of Academic Advising and the Academic Resource Center.",82
p0309,Part 7: Academic Advising and Support,Academic Advising,,,69,text,"Academic advising is salient to undergraduate education at Duke Kunshan University. The goal of all academic advising is to provide a network of support across the university that is studentcentered and responsive to the needs of students. Advisors provide insight on how to navigate the college experience by teaching students about the undergraduate curriculum and co-curricular opportunities. This process includes teaching students how each course contributes to their knowledge and innovative thinking. Additionally, advisors nurture students’ practical skills related to decision-making and help students learn to take responsibility for developing meaningful educational plans compatible with their academic potential, career, and life goals.",102
p0310,Part 7: Academic Advising and Support,Academic Advising,,,69,text,"Advising is more than the imparting of specialized information; it includes helping students explore and discover the role of education in society and teaching students the skills for active learning and perseverance to reach long-term goals. Through advising, students will learn to formulate important questions about the nature and direction of their undergraduate career. Advisors will confer with students about course schedules and educational experiences, but students themselves are responsible for their academic program, social activities, and for making progress toward an academic degree. Students’ advising needs change as they progress through their academic programs, requiring a dynamic advising partnership that pulls expertise and guidance from across campus faculty and administrators.",111
p0311,Part 7: Academic Advising and Support,Academic Advising,,,69,text,"The Director for Academic Advising oversees the academic advising team, who understand the terrain of broad areas such as arts and humanities, global and civic opportunities, and natural and quantitative sciences; and collaborates with pre-professional advisors with expertise in areas such as health, entrepreneurship, law and business. This network of advisors ensures that students have varied sources of information and build close relationships with campus faculty and staff who can provide guidance about future plans and act as references. Additionally, designated faculty serve as major coordinators who ensure information related to specific majors are shared broadly throughout the advising community.",100
p0312,Part 7: Academic Advising and Support,Academic Advising,,,69,text,"At Duke Kunshan University, advisors are key to understanding the nature of the academic programs and how they can address student interests, goals and purposes. They advise students on navigating both academic and social life, and help students determine appropriate learning strategies, including tutoring. They advise students in the selection of courses, majors, signature pathways, and experiential activities. Professional advisors and Academic Success Tutors work in concert with faculty advisors to maintain up-to-date information on university requirements, academic policies, procedures, and deadlines; they also provide guidance for students who desire to enhance their learning through tutoring and academic skill building programs and workshops.",103
p0313,Part 7: Academic Advising and Support,Academic Resource Center,,,70,text,"The Academic Resource Center (ARC) is a learning center with the ultimate goal of helping students to become independent learners. The ARC offers tutoring support, Academic Success Program, Academic Coaching and special events, such as First Friday and Exam Jam.",40
p0314,Part 7: Academic Advising and Support,Academic Resource Center,,,70,text,"Tutorial support is supplemental to course instruction. Academic Success Tutors, our full-time learning professionals, attend selected courses across the curriculum and work in collaboration with instructors to discern how to best facilitate student learning and development. Students also receive group and one-on-one support from our Peer Tutors, undergraduate students who have successfully completed applicable courses. Peer tutoring is an excellent way to hone skills and strategies in a friendly and supportive community. All tutors receive internationally certified training by the College Reading and Learning Association. The Academic Success Program provides incoming students with information and skills they need to transition to college-level coursework and achieve academic success. The program consists of a series of workshops on motivation, time management, study skills, and academic stress management. In this program, students will participate in structured training to learn campus resources and practical skills to navigate their first year of college. Students who fulfill all the requirements of the program will receive the Academic Success Certificate.",163
p0315,Part 7: Academic Advising and Support,Academic Resource Center,,,70,text,"Academic Success Coaching is offered as a series of one-on-one sessions to help guide students through examining academic concerns and perceived barriers to success. Professionals in the ARC help students discover personal academic success strategies on learning preferences, study skills, time management, motivation, etc. through coaching. Students work on various learning strategies so that they can improve their academic performance and enhance the overall quality of their college experience.",69
p0316,Part 7: Academic Advising and Support,Academic Resource Center,,,70,text,"Other support offices such as Counseling and Psychological Services (CAPS), Student Health Services, Student Accessibility Office, the Writing and Language Studio, the Office of Global Education, and the Office of Career Services can help students identify academic strategies and refine their interests and goals. Students should refer to selected majors for specific curriculum requirements required for degree completion.",58
p0317,Part 7: Academic Advising and Support,Seven Principles of Duke Kunshan University Academic Advising,,,70,text,"Academic advising cultivates academic citizens who are knowledgeable about how their curricular and career interests influence their local, national, and international communities (Rooted Globalism). • Academic advising is a collaborative experience between Advisor and Advisee that teaches problem solving skills to successfully navigate college and life circumstances (Collaborative Problem Solving). Academic advising leverages curricular teachings with practical experience to assist with critical thinking and career readiness (Research and Practice). • Academic advising promotes effective discourse between Advisee and Advisor that nurtures good decision-making practices (Lucid Communication). • Academic advising is an environment where Advisees are responsible for charting their academic, social, and career pathways through inquiry, reflection, personal choice and consultation with Advisors (Independence and Creativity). • Academic advising teaches ethical principles that promote holistic student development, authentic academic workmanship, innovative thinking, and research (Wise Leadership). • Academic advising teaches and encourages Advisees to grow, discover, and enhance academic grit to persevere through academic and life challenges (A Purposeful Life).",160
p0318,"Part 8: Career Services, Study Away, and Research Opportunities",Career Services,,,72,text,The Career Services Office at Duke Kunshan University is committed to assisting graduate and undergraduate students as well as alumni with discovering and refining their career pathways and ultimately realizing their future career goals.,34
p0319,"Part 8: Career Services, Study Away, and Research Opportunities",Career Services,,,72,text,"The Office will provide both guidance and resources to students and alumni that will help them to explore different job and career opportunities as well as help them to gain important skills, knowledge, and experience in order to be competitive and successful in achieving their long-term career goals. The Career Services Office encourages students to make the most of their Duke Kunshan University experience by accessing relevant campus resources, developing career interests and values, and establishing and maintaining relationships with their peers as well as faculty, staff and alumni.",89
p0320,"Part 8: Career Services, Study Away, and Research Opportunities",Career Services,,,72,text,"The Office also provides Career Development Mentorship Program which is designed to help Duke Kunshan University Undergraduate students from year three onward, improve career skills and knowledge by connecting students with alumni or a professional across a variety of fields. This opportunity is optional to students. Mentors are encouraged to interact with their students on three separate occasions (or more) per academic term. Interactions may occur in-person or remotely.",69
p0321,"Part 8: Career Services, Study Away, and Research Opportunities",Career Services,,,72,text,"The Career Services Office will also follow the seven principles of Duke Kunshan University when creating programs and providing services. The services and support will be done with the aid of a network that engages offices such as Academic Advising and Student Affairs, students, faculty, staff, alumni, external partners and other stakeholders to support students’ career development needs.",58
p0322,"Part 8: Career Services, Study Away, and Research Opportunities",Career Services,,,72,text,"Key services that the Career Services Office offers include: Resources & Tools: including online platform, assessment tools, online and offline resources for information research, and other career development tools to help students with goal identification and career path planning. • Coaching & Advising: career development coaching (one-on-one coaching appointments with career coaches) and graduate school advising (group sessions and one-on-one meeting with coaches and advisors). • Workshops and Events: including skill workshops, specialized seminars and conferences, guest speakers, case competitions, internship fairs and on campus recruitment events etc. • Specialized Career Programs: including engagement programs with corporate partners, engagement programs with alumni, and development programs with other external partners such as government and research institutions. • Opportunities Development: the Career Services Office works to build and maintain relationships with alumni and employers who can provide internships, learning opportunities, and full-time opportunities. • Internship Facilitation & Processing: works with student mobility, keeps all records of foreign student internships in China on record, advises on legal requirements, keeps up-to-date on relevant changes and opportunities.",172
p0323,"Part 8: Career Services, Study Away, and Research Opportunities",Career Services,,,72,text,"Summer and short-term internship opportunities are collected and shared with students, and individual consultation allows for focused guidance on how to secure summer internships. • Handling Student Work Program: including review position openings and hiring, managing time sheets, processing student workers’ monthly stipend, reporting tax to government, and providing training for both hiring departments and student workers.",57
p0324,"Part 8: Career Services, Study Away, and Research Opportunities",Student Research Opportunities,,,73,text,"Research experience is an important component of the Duke Kunshan University undergraduate program. Students can do research with Duke Kunshan faculty for credit during the academic year. In limited cases, research for pay is an option. Depending on a student’s particular interests, research may also play a role in their signature work project. In addition, the University Summer Research Scholars (SRS) program supports students participating in collaborative research supervised by Duke Kunshan or Duke faculty over the summer. Students interested in either summer or academic year research are encouraged to discuss their interests directly with faculty whose research areas align.",100
p0325,"Part 8: Career Services, Study Away, and Research Opportunities",Student Research Opportunities,,,73,text,"In addition to research centers and research programs at Duke Kunshan University and research experience during a student’s study abroad period at Duke or elsewhere, research institutions outside of Duke Kunshan University, including international corporations, organizations, and NGOs in Kunshan, Suzhou and Shanghai areas, further enhance research and internship opportunities for Duke Kunshan University students. Career Services and individual faculty can help students identify off-campus opportunities.",66
p0326,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,,73,text,Students who are in good standing at Duke Kunshan University will have the opportunity to attend a study away program for one academic term in their junior year and/or summer terms. The Office of Global Education is responsible for vetting and approving all academic study programs undertaken for credit abroad or off campus. The Office also facilitates the course credit transfer request process for students studying in such programs.,69
p0327,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,,73,text,"Students must apply and receive approval to participate in any credit-bearing study away opportunities through the Office of Global Education. Approved programs (either on DKU’s preapproved program list, or approved by individual petition) will be eligible for credit transfer back to DKU. All students who plan to study away must apply through DKU, receive approval to participate, and sign the DKU Participation Agreement before committing or accepting enrollment in any credit-bearing program.",72
p0328,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,,73,text,"Students may study away and transfer credits for one academic term in their junior year, as well as during summers. The application process for term study away programs starts in the fall term of the sophomore year, but planning for study away should start in first-year academic planning. Students must be in good academic, conduct, and financial standing in order to study away. Students placed on academic or conduct probation that will be in effect during their planned term away are not eligible to study away. Students accepted into study away programs who are then placed on academic or conduct probation may be liable for the program costs, even if they withdraw from the program. Students should refer to the ""DKU Global Education Sakai Site"" for complete eligibility requirements. Students who do not meet the eligibility requirements may not study away. All students who study away must sign the appropriate legal documents before departure.",154
p0329,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,,74,text,Students may not apply for study away while on Leave of Absence or academic suspension. Students should contact the Office of Global Education upon return to campus. Students may not take summer courses that conflict with Military Training and/or the summer Chinese Society and Culture courses.,46
p0330,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,,74,text,"DKU maintains a rich network of opportunities for global learning. Programs around the world include the option of studying at Duke University and a wide variety of international exchanges, university direct enrollment programs, and provider-based programs. Regardless of the program type or location, students must first start their search and application process with the DKU Office of Global Education. Students should refer to the Office of Global Education website for the most up-to-date information on advising for global learning experiences, preapproved program lists, application processes, and credit-transfer processes.",88
p0331,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,,74,text,"Eligible students will have the opportunity to attend Duke University in Durham, North Carolina, in either the fall or spring term of their junior year. The Office of Global Education will take into account individual timing (fall/spring term) preferences. However, students may not be admitted to preferred terms due to capacity limitations. Students will also have the option to attend Duke Summer Session. Normally, students would be encouraged to take the summer session either immediately before or after their junior-year term assignment.",82
p0332,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,,74,text,"Students will be able to choose from a wide range of course options at Duke. They will also have access to extraand co-curricular activities and clubs, as well as other student services on campus. While at Duke, students must abide by Duke's policies and procedures. Please see the Duke University website (https://dukekunshanprograms.duke.edu/welcome) for more details. Students interested in programs or events offered by departments or academic divisions at Duke University, including but not limited to Duke Immerse, Duke BASS Connection, or summer research programs, should consult with both the DKU Office of Global Education and Duke Office of DKU Relations (dkurelations@duke.edu) before applying.",103
p0333,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,,74,text,Students who are interested in marine biology or oceanography may also have the opportunity to study at the Duke Marine Lab for fall term and/or a six-week summer term II before the junior fall term.,35
p0334,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,,74,text,"Students studying at Duke University during the term will pay the same tuition they would have paid for a term at DKU, with the same merit scholarship and/or financial aid. Students will be required to cover all other costs, including housing, board, insurance, travel, and living expenses.",47
p0335,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,,75,text,"It should be noted that such costs are higher than at Duke Kunshan. Currently, the total cost for one regular term at Duke (including housing, dining plan, insurance, and student fees) is estimated at USD $13,500; this does not include visa and travel expenses.",44
p0336,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,,75,text,"Students are responsible for the full costs of all summer programs, including those at Duke; DKU merit scholarships and/or financial aid cannot be used to cover the cost of summer programs. The cost of a summer term at Duke including tuition is currently calculated to be approximately USD $9,500 for international students and RMB 63,000 for Chinese students (students who choose courses with science labs will pay approximately USD $1,000 more for one science course).",75
p0337,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,,75,text,Detailed cost breakdowns for study at Duke are available in the Sakai Site. Note: US Federal Financial Aid cannot be applied towards costs at Duke University. The use of other scholarships or financial aid towards Duke costs should be verified in advance.,42
p0338,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,,75,text,"DKU maintains an active list of preapproved study away opportunities that include exchange partnerships, direct enrollment in universities, and provider-based programs. Students may have the option of individually petitioning to participate in a program on the basis of academic interests or needs that are not represented among preapproved programs.",49
p0339,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,,75,text,"Students must receive approval in advance for both the program and individual courses. Although financial accessibility is considered in the range of programs that are preapproved, costs vary significantly by geographical region of study and program type, and are the full responsibility of the student. With the exception of approved exchange partnerships (where tuition is paid to DKU, and housing/program fees are paid to the host institution), DKU merit scholarships and/or financial aid cannot be used to cover the cost. Students may seek additional information on financial planning for study away opportunities and advice for researching program costs on the Office of Global Education website, or by arranging an individual advising session with the Office. Students assume full responsibility for their own financial commitments and payments for programs, whether they are preapproved or approved by petition (including but not limited to deposits, tuition, housing, cost of living, and other program fees).",151
p0340,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,,75,text,"Students may transfer up to a maximum of 40 credits taken outside of the Duke Kunshan University campus, including advanced placement credits. A maximum of 8 credits may be from coursework undertaken while on voluntary leave of absence for personal or medical reasons. No credit will be accepted for coursework taken while a Duke Kunshan University student is withdrawn, suspended, or on involuntary leave of absence. All courses must be pre-approved for transfer credit. Policies and procedures for course approvals are available from the Office of Global Education. (See also Transfer of Work Taken Elsewhere, Part 6.)",97
p0341,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,,75,text,"For courses taken at Duke University: All grades earned at Duke University are entered on the official record at Duke Kunshan University and are used in determining the grade point average. Courses taken while a DKU student is studying away at Duke University may be taken on a Duke Satisfactory/Unsatisfactory basis, subject to Duke’s processes, regulations and deadlines – which may differ from those at DKU. Courses taken at Duke on a S/U basis will transfer back to DKU and be recorded using DKU’s CR/NC system. Such courses will be subject to all regulations and limitations stated for the DKU CR/NC policy in the DKU Bulletin, including all restrictions on the number of credits and which courses can be taken on this basis. Students declaring S/U at Duke are required to consult their DKU academic advisor to ensure that they will be using a DKU CR/NC option in an appropriate manner.",151
p0342,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,,75,text,Students who use S/U on a Duke course that cannot be transferred over as CR/NC at DKU will not earn credits for the course and may be ineligible to retake it at either institution.,34
p0343,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,,76,text,"For courses taken at universities other than Duke University: Transfer of academic credit from nonDuke host institutions or programs is neither automatic nor guaranteed. Students should approach course planning carefully and thoroughly familiarize themselves with advising materials and the course approval and transfer process detailed in the Office of Global Education website and Sakai site. Students should complete the course approval process before committing to attend any program. Most courses taken on study away programs are eligible to transfer to DKU as general elective credits, although suitable courses may be submitted for review as full equivalencies or thematic area equivalencies that fulfill major requirements. Only courses taken in which grades of Cor better have been earned are acceptable for transfer credit; courses taken at other institutions with CR/NC grading or the equivalent are not accepted for transfer credit. Students must be able to submit an official transcript, with credits and grades provided by the host institution to the Office of Registrar, DKU.",162
p0344,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,,76,text,"All courses approved for transfer are listed on the student’s permanent record at Duke Kunshan University, but grades earned are not recorded or used in determining the grade point average. Insurance Students are required to have insurance that covers them on-site while studying away. Medical costs and insurance fees/coverage vary by country; students and parents are ultimately responsible for their own medical coverage, and should carefully research and consider their needs throughout participation in a program. Some programs require proof of insurance separately, and others include insurance coverage in program participation fees. Visas Although most programs provide assistance or advice for arranging visas, students ultimately bear responsibility for understanding immigration policies for students in their study away countries, and for ensuring they are compliant with local immigration policy and laws. Similarly, students should research and understand all immigration policies related to their successful return to their home countries and/or DKU following their study away experience.",155
p0345,Part 9: Student Affairs and Campus Life,Student Affairs,,,77,text,The Office of Student Affairs supports the physical and psychological wellbeing of students while providing a global student centered co-curricular experience that encourages them to lead purposeful and productive lives.,30
p0346,Part 9: Student Affairs and Campus Life,Student Affairs,,,77,text,"We promote an inclusive and holistic community by challenging and supporting students with opportunities that foster self-awareness, cross cultural competence, and leadership skills while encouraging a sustained commitment to learning, integrity, and mutual respect.",34
p0347,Part 9: Student Affairs and Campus Life,Student Affairs Conceptual Framework,,,77,text,"Every area in Student Affairs is guided by best practices rooted in student development theory. Student Affairs practitioners fully understand the developmental stages of college students and provide programs, services, and initiatives that meet the diverse needs of our domestic and international students from across the globe. Our intent is to challenge and support every student to be the best version of themselves academically, personally, and socially. In-keeping with the joint-venture nature of Duke Kunshan University, Student Affairs is a member of NASPA (Student Affairs Administrators in Higher Education) and ACPA (College Student Educators International), based in the United States, and also a member of APSSA (Asia Pacific Student Services Association) and IASAS (International Association of Student Affairs and Services). Student Affairs staff access professional development journals and training materials consistently to update themselves so that they may provide programs and services that meet the diverse needs of students from China and countries across the globe.",156
p0348,Part 9: Student Affairs and Campus Life,Student Affairs Conceptual Framework,Core Values,,77,text,Cultural Competence: • Health and wellness • Critical Thinking • Leadership • Social Responsibility • Respect,16
p0349,Part 9: Student Affairs and Campus Life,Residence Life,,,77,text,"Our mission is to create opportunities to live, learn, and lead. Committed to creating these opportunities, Residence Life works collaboratively with students, parents, faculty, and staff to help residents navigate their DKU journey in a safe, diverse, inclusive, stimulating, and vibrant community. Along the way, we challenge and support residents to develop their potential, achieve their goals, and prepare for global citizenry. We are a department within the office of Student Affairs, reporting to the Dean of Student Affairs. Simply, Residence Life is responsible for the community building aspects of living on campus. We oversee the RLC team, RA teams, community events and programs, and residential student conduct as well as the room application, assignment, and billing processes. For more information about Residence Life, see our website (https://dukekunshan.edu.cn/en/student-life/residence-life) or email us at residencelife@dukekunshan.edu.cn. We work closely with, but are separate from, the Housing department, who is responsible for the facilities aspects of living on campus such as cleaning, maintenance, room inspections, work requests, indoor air quality, water drinkability, rental refrigerator coordination, and more.",173
p0350,Part 9: Student Affairs and Campus Life,Accommodations,,,78,text,"All undergraduate students are required to reside on campus, all four years. On campus includes the main campus as well as any buildings off site that are owned, leased, or operated by the University.",34
p0351,Part 9: Student Affairs and Campus Life,Accommodations,,,78,text,"Our residence halls are homes for the students who live there. Many people use the word “dorm” to describe the places students live on university campuses. “Dormitory” is word derived from the Latin for “sleep”. Since our facilities are part of something far more impactful and meaningful than sleep alone, we use the term residence hall to describe any of the residential buildings. Each hall is supervised by a full-time Residence Life Coordinator, who also lives in the building. Further, each Residence Life Coordinator supervises a team of Resident Assistants who help students develop a sense of community. Information about each residence hall can be found online: https://dukekunshan.edu.cn/en/student-life/residence-life/residence-halls.",108
p0352,Part 9: Student Affairs and Campus Life,Accommodations,,,78,text,"Room assignments are made by Residence Life, before the school year begins, through the Mercury system. Within the room assignment application, information about roommate matching, building preferences, and room type preferences will be collected, and students will sign a Room Assignment Agreement. While we collect these preferences, we ask for your understanding that there are limitations that don’t enable us to give everyone exactly what they prefer. The options available and application timelines for different academic programs and levels is slightly different, so be sure to pay attention to emails sent by Residence Life and information posted online: https://dukekunshan.edu.cn/en/student-life/residence-life/applying-room-assignment.",99
p0353,Part 9: Student Affairs and Campus Life,Leadership Development,,,78,text,"The Global Leadership Academy is designed to help students become global leaders who can positively impact the campus, Kunshan community, and the world. The Global Leadership Academy was created and rooted in a theoretical framework that helps students understand consciousness of self, congruence, commitment, common purpose, controversy with civility, collaboration, and citizenship. Throughout the six term, experience-tiered Academy growing in depth and breadth each term of participation, participants discover who they are as a leader, explore different aspects of leaderships, and blaze their own trail of continued leadership development.",89
p0354,Part 9: Student Affairs and Campus Life,Campus Engagement,,,79,text,"Campus Engagement serves students by offering programs that foster inter-cultural knowledge building and understanding, co-curricular learning, community involvement, peer-to-peer interaction, arts & cultural exploration, and personal development. These programs are done in partnership within the Campus Engagement areas of Arts & Culture, the Blue Oasis Student Center, Campus Programs, and Clubs and Organizations.",53
p0356,Part 9: Student Affairs and Campus Life,Arts and Culture,,,79,text,"Duke Kunshan University provides students an array of opportunities to expand, enhance, and explore the areas of Arts, Culture and Entertainment. This is done through various creative mediums such as visual arts and crafts workshops, performances, excursions incorporating artists and/or personalized crafts plus local cultural excursions to Shanghai and around Jiangsu Province. One DKU’s signature programs is the Arts & Music Festival Week where many of these mediums come to life on campus. Other major series initiatives include, but are not limited to, Arts November, Creative Makers’ Studio, and This is Jiangsu Series. We hope to provide students with opportunities to showcase their artistic talents and connect the community through arts and culture!",113
p0357,Part 9: Student Affairs and Campus Life,Blue Oasis Student Center,,,79,text,"The Blue Oasis – DKU Student Center (BOSC) is a multi-functioned student centered space located by the lake at the Dayu Bay commercial street within less than 10-minute walk from the West Gate of the university. BOSC is a two-floor complex with different room setups to accommodate various types of events and activities. We welcome students to propose ideas and activities to support in implement them. Whether you want to study, hang out with your friends, or just come have fun at BOSC activities, this is the place to be! BOSC is staffed by student workers and is overseen by the Office of Campus Engagement.",105
p0358,Part 9: Student Affairs and Campus Life,Blue Oasis Student Center,,,79,text,The Blue OASIS – DKU Student Center - ‘It is Student Centered here.’,13
p0359,Part 9: Student Affairs and Campus Life,Campus Programs,,,79,text,"Learning occurs both inside the classroom as well as outside the classroom. At Duke Kunshan University, we believe that students who are involved in campus life through student leadership and participation in co-curricular activities such as sports, group excursions, service learning, voluntary community work, paid or un-paid internships, and cultural, social, and inter-cultural events will not only build self-confidence in their personal development, they will also do work that benefits the campus community and the local community at large. Ultimately, students engaged in student involvement personally benefit from these experiences and community building opportunities. Check out the campus event calendar and opportunities at https://dukekunshan.campuslabs.com/engage.",104
p0360,Part 9: Student Affairs and Campus Life,Campus Programs,,,80,text,"A sample of some of our key student activities for students to engage and cross-culturally connect include weekly programs such as our DKU Cinema and DKU Spotlight programs which showcase movie showings and put on student performances respectively. Activities also include campus wide dances, arts & culture workshops and excursions, boardgame nights, and karaoke to name a few. To help students learn more about China, students can partake in a student excursion program called DKU Quest - Exploring China's Beauty and Mystery where students are taken across China on excursions to places like the Zhejiang Anji Baofu Bamboo Forest, a Sichuan Tibetan Village, Nanjing, Beijing and the Great Wall, Zhang Jia Jie National Park (Avatar Mountains), and Huangshan (Yellow) Mountains. These activities constitute an exciting and important part of the Duke Kunshan University experience in serving the diverse needs and interests of our students and promoting connections outside the classroom. These opportunities also provide leadership skills, development opportunities and serve to empower students culturally, socially, and intellectually.",167
p0361,Part 9: Student Affairs and Campus Life,Student Clubs and Organizations,,,80,text,"Duke Kunshan University offers clubs in various categories to meet the diverse cross-cultural and academic interests of the student body. Club categories include Arts and Performance, Community Service, Cultural, General Interest, Professional and Academic, Sports, and Student-Run Publications. As clubs, opportunities are created for leadership development and personal growth. To assist in this, all student clubs and organizations must have an advisor who is a faculty member or a full-time staff. All must go through an online and electronic process to be approved which includes a club/organizational constitution with a description of the organization, mission statement, membership details, and structure of its leadership and overall organization. DKU has over 65 active student clubs and organizations.",115
