passage_id,chapter,chapter_num,chapter_short,section,subsection,heading,matrix_section,page,kind,text,word_count,cluster,cluster_name,x,y,neighbors,neighbor_sims,section_typicality
p0311,Part 7: Academic Advising and Support,7,P7 Advising & Support,Academic Advising,,,Other (P7),69,text,"The Director for Academic Advising oversees the academic advising team, who understand the terrain of broad areas such as arts and humanities, global and civic opportunities, and natural and quantitative sciences; and collaborates with pre-professional advisors with expertise in areas such as health, entrepreneurship, law and business. This network of advisors ensures that students have varied sources of information and build close relationships with campus faculty and staff who can provide guidance about future plans and act as references. Additionally, designated faculty serve as major coordinators who ensure information related to specific majors are shared broadly throughout the advising community.",100,4,Advising & Academic Support,6.2128,8.0605,p0317|p0308|p0310|p0309|p0312,0.807|0.797|0.782|0.741|0.637,0.8235999941825867
p0312,Part 7: Academic Advising and Support,7,P7 Advising & Support,Academic Advising,,,Other (P7),69,text,"At Duke Kunshan University, advisors are key to understanding the nature of the academic programs and how they can address student interests, goals and purposes. They advise students on navigating both academic and social life, and help students determine appropriate learning strategies, including tutoring. They advise students in the selection of courses, majors, signature pathways, and experiential activities. Professional advisors and Academic Success Tutors work in concert with faculty advisors to maintain up-to-date information on university requirements, academic policies, procedures, and deadlines; they also provide guidance for students who desire to enhance their learning through tutoring and academic skill building programs and workshops.",103,4,Advising & Academic Support,6.024,8.3007,p0309|p0310|p0320|p0314|p0030,0.852|0.719|0.703|0.688|0.640,0.8287000060081482
p0313,Part 7: Academic Advising and Support,7,P7 Advising & Support,Academic Resource Center,,,Other (P7),70,text,"The Academic Resource Center (ARC) is a learning center with the ultimate goal of helping students to become independent learners. The ARC offers tutoring support, Academic Success Program, Academic Coaching and special events, such as First Friday and Exam Jam.",40,4,Advising & Academic Support,5.6976,8.1364,p0315|p0354|p0314|p0347|p0316,0.505|0.481|0.470|0.433|0.428,0.5971999764442444
p0314,Part 7: Academic Advising and Support,7,P7 Advising & Support,Academic Resource Center,,,Other (P7),70,text,"Tutorial support is supplemental to course instruction. Academic Success Tutors, our full-time learning professionals, attend selected courses across the curriculum and work in collaboration with instructors to discern how to best facilitate student learning and development. Students also receive group and one-on-one support from our Peer Tutors, undergraduate students who have successfully completed applicable courses. Peer tutoring is an excellent way to hone skills and strategies in a friendly and supportive community. All tutors receive internationally certified training by the College Reading and Learning Association. The Academic Success Program provides incoming students with information and skills they need to transition to college-level coursework and achieve academic success. The program consists of a series of workshops on motivation, time management, study skills, and academic stress management. In this program, students will participate in structured training to learn campus resources and practical skills to navigate their first year of college. Students who fulfill all the requirements of the program will receive the Academic Success Certificate.",163,4,Advising & Academic Support,5.9606,8.1767,p0312|p0315|p0309|p0310|p0061,0.688|0.676|0.573|0.554|0.521,0.7368999719619751
p0315,Part 7: Academic Advising and Support,7,P7 Advising & Support,Academic Resource Center,,,Other (P7),70,text,"Academic Success Coaching is offered as a series of one-on-one sessions to help guide students through examining academic concerns and perceived barriers to success. Professionals in the ARC help students discover personal academic success strategies on learning preferences, study skills, time management, motivation, etc. through coaching. Students work on various learning strategies so that they can improve their academic performance and enhance the overall quality of their college experience.",69,4,Advising & Academic Support,6.0259,8.0611,p0314|p0310|p0309|p0312|p0317,0.676|0.601|0.597|0.575|0.508,0.7415000200271606
p0316,Part 7: Academic Advising and Support,7,P7 Advising & Support,Academic Resource Center,,,Other (P7),70,text,"Other support offices such as Counseling and Psychological Services (CAPS), Student Health Services, Student Accessibility Office, the Writing and Language Studio, the Office of Global Education, and the Office of Career Services can help students identify academic strategies and refine their interests and goals. Students should refer to selected majors for specific curriculum requirements required for degree completion.",58,4,Advising & Academic Support,5.5838,8.1447,p0367|p0345|p0368|p0321|p0322,0.615|0.593|0.529|0.527|0.524,0.6190999746322632
p0317,Part 7: Academic Advising and Support,7,P7 Advising & Support,Seven Principles of Duke Kunshan University Academic Advising,,,Other (P7),70,text,"Academic advising cultivates academic citizens who are knowledgeable about how their curricular and career interests influence their local, national, and international communities (Rooted Globalism). • Academic advising is a collaborative experience between Advisor and Advisee that teaches problem solving skills to successfully navigate college and life circumstances (Collaborative Problem Solving). Academic advising leverages curricular teachings with practical experience to assist with critical thinking and career readiness (Research and Practice). • Academic advising promotes effective discourse between Advisee and Advisor that nurtures good decision-making practices (Lucid Communication). • Academic advising is an environment where Advisees are responsible for charting their academic, social, and career pathways through inquiry, reflection, personal choice and consultation with Advisors (Independence and Creativity). • Academic advising teaches ethical principles that promote holistic student development, authentic academic workmanship, innovative thinking, and research (Wise Leadership). • Academic advising teaches and encourages Advisees to grow, discover, and enhance academic grit to persevere through academic and life challenges (A Purposeful Life).",160,4,Advising & Academic Support,6.2562,8.054,p0308|p0310|p0311|p0309|p0312,0.822|0.808|0.807|0.773|0.615,0.828000009059906
p0318,"Part 8: Career Services, Study Away, and Research Opportunities",8,"P8 Careers, Study Away, Research",Career Services,,,Career Services,72,text,The Career Services Office at Duke Kunshan University is committed to assisting graduate and undergraduate students as well as alumni with discovering and refining their career pathways and ultimately realizing their future career goals.,34,5,Campus Life & DKU Identity,5.845,8.6565,p0321|p0319|p0320|p0325|p0022,0.895|0.886|0.780|0.679|0.640,0.8988999724388123
p0319,"Part 8: Career Services, Study Away, and Research Opportunities",8,"P8 Careers, Study Away, Research",Career Services,,,Career Services,72,text,"The Office will provide both guidance and resources to students and alumni that will help them to explore different job and career opportunities as well as help them to gain important skills, knowledge, and experience in order to be competitive and successful in achieving their long-term career goals. The Career Services Office encourages students to make the most of their Duke Kunshan University experience by accessing relevant campus resources, developing career interests and values, and establishing and maintaining relationships with their peers as well as faculty, staff and alumni.",89,5,Campus Life & DKU Identity,5.9278,8.6711,p0318|p0321|p0320|p0325|p0322,0.886|0.885|0.821|0.625|0.606,0.9258000254631042
p0320,"Part 8: Career Services, Study Away, and Research Opportunities",8,"P8 Careers, Study Away, Research",Career Services,,,Career Services,72,text,"The Office also provides Career Development Mentorship Program which is designed to help Duke Kunshan University Undergraduate students from year three onward, improve career skills and knowledge by connecting students with alumni or a professional across a variety of fields. This opportunity is optional to students. Mentors are encouraged to interact with their students on three separate occasions (or more) per academic term. Interactions may occur in-person or remotely.",69,5,Campus Life & DKU Identity,5.7851,8.658,p0319|p0321|p0318|p0312|p0361,0.821|0.794|0.780|0.703|0.669,0.8780999779701233
p0321,"Part 8: Career Services, Study Away, and Research Opportunities",8,"P8 Careers, Study Away, Research",Career Services,,,Career Services,72,text,"The Career Services Office will also follow the seven principles of Duke Kunshan University when creating programs and providing services. The services and support will be done with the aid of a network that engages offices such as Academic Advising and Student Affairs, students, faculty, staff, alumni, external partners and other stakeholders to support students’ career development needs.",58,5,Campus Life & DKU Identity,5.8429,8.6621,p0318|p0319|p0320|p0361|p0325,0.895|0.885|0.794|0.673|0.661,0.8927000164985657
p0322,"Part 8: Career Services, Study Away, and Research Opportunities",8,"P8 Careers, Study Away, Research",Career Services,,,Career Services,72,text,"Key services that the Career Services Office offers include: Resources & Tools: including online platform, assessment tools, online and offline resources for information research, and other career development tools to help students with goal identification and career path planning. • Coaching & Advising: career development coaching (one-on-one coaching appointments with career coaches) and graduate school advising (group sessions and one-on-one meeting with coaches and advisors). • Workshops and Events: including skill workshops, specialized seminars and conferences, guest speakers, case competitions, internship fairs and on campus recruitment events etc. • Specialized Career Programs: including engagement programs with corporate partners, engagement programs with alumni, and development programs with other external partners such as government and research institutions. • Opportunities Development: the Career Services Office works to build and maintain relationships with alumni and employers who can provide internships, learning opportunities, and full-time opportunities. • Internship Facilitation & Processing: works with student mobility, keeps all records of foreign student internships in China on record, advises on legal requirements, keeps up-to-date on relevant changes and opportunities.",172,4,Advising & Academic Support,6.0093,8.5515,p0319|p0318|p0321|p0320|p0316,0.606|0.589|0.574|0.528|0.524,0.7700999975204468
p0323,"Part 8: Career Services, Study Away, and Research Opportunities",8,"P8 Careers, Study Away, Research",Career Services,,,Career Services,72,text,"Summer and short-term internship opportunities are collected and shared with students, and individual consultation allows for focused guidance on how to secure summer internships. • Handling Student Work Program: including review position openings and hiring, managing time sheets, processing student workers’ monthly stipend, reporting tax to government, and providing training for both hiring departments and student workers.",57,4,Advising & Academic Support,5.9978,8.575,p0322|p0324|p0308|p0314|p0062,0.514|0.513|0.490|0.468|0.445,0.5839999914169312
p0324,"Part 8: Career Services, Study Away, and Research Opportunities",8,"P8 Careers, Study Away, Research",Student Research Opportunities,,,Other (P8),73,text,"Research experience is an important component of the Duke Kunshan University undergraduate program. Students can do research with Duke Kunshan faculty for credit during the academic year. In limited cases, research for pay is an option. Depending on a student’s particular interests, research may also play a role in their signature work project. In addition, the University Summer Research Scholars (SRS) program supports students participating in collaborative research supervised by Duke Kunshan or Duke faculty over the summer. Students interested in either summer or academic year research are encouraged to discuss their interests directly with faculty whose research areas align.",100,5,Campus Life & DKU Identity,5.7906,8.8445,p0325|p0020|p0320|p0312|p0009,0.745|0.648|0.626|0.617|0.594,0.9340999722480774
p0325,"Part 8: Career Services, Study Away, and Research Opportunities",8,"P8 Careers, Study Away, Research",Student Research Opportunities,,,Other (P8),73,text,"In addition to research centers and research programs at Duke Kunshan University and research experience during a student’s study abroad period at Duke or elsewhere, research institutions outside of Duke Kunshan University, including international corporations, organizations, and NGOs in Kunshan, Suzhou and Shanghai areas, further enhance research and internship opportunities for Duke Kunshan University students. Career Services and individual faculty can help students identify off-campus opportunities.",66,5,Campus Life & DKU Identity,5.644,8.9134,p0324|p0020|p0009|p0011|p0005,0.745|0.726|0.688|0.687|0.684,0.9340999722480774
p0326,"Part 8: Career Services, Study Away, and Research Opportunities",8,"P8 Careers, Study Away, Research",Office of Global Education and Study Away,,,Global Education & Study Away,73,text,Students who are in good standing at Duke Kunshan University will have the opportunity to attend a study away program for one academic term in their junior year and/or summer terms. The Office of Global Education is responsible for vetting and approving all academic study programs undertaken for credit abroad or off campus. The Office also facilitates the course credit transfer request process for students studying in such programs.,69,8,"Credit Transfer, Placement & Study Away",3.1103,8.8614,p0156|p0155|p0340|p0343|p0327,0.825|0.754|0.749|0.737|0.715,0.8169999718666077
p0327,"Part 8: Career Services, Study Away, and Research Opportunities",8,"P8 Careers, Study Away, Research",Office of Global Education and Study Away,,,Global Education & Study Away,73,text,"Students must apply and receive approval to participate in any credit-bearing study away opportunities through the Office of Global Education. Approved programs (either on DKU’s preapproved program list, or approved by individual petition) will be eligible for credit transfer back to DKU. All students who plan to study away must apply through DKU, receive approval to participate, and sign the DKU Participation Agreement before committing or accepting enrollment in any credit-bearing program.",72,8,"Credit Transfer, Placement & Study Away",3.4129,8.7301,p0155|p0343|p0338|p0156|p0339,0.782|0.779|0.757|0.744|0.739,0.7836999893188477
p0328,"Part 8: Career Services, Study Away, and Research Opportunities",8,"P8 Careers, Study Away, Research",Office of Global Education and Study Away,,,Global Education & Study Away,73,text,"Students may study away and transfer credits for one academic term in their junior year, as well as during summers. The application process for term study away programs starts in the fall term of the sophomore year, but planning for study away should start in first-year academic planning. Students must be in good academic, conduct, and financial standing in order to study away. Students placed on academic or conduct probation that will be in effect during their planned term away are not eligible to study away. Students accepted into study away programs who are then placed on academic or conduct probation may be liable for the program costs, even if they withdraw from the program. Students should refer to the ""DKU Global Education Sakai Site"" for complete eligibility requirements. Students who do not meet the eligibility requirements may not study away. All students who study away must sign the appropriate legal documents before departure.",154,7,"Leave, Withdrawal & Fees",3.0135,8.5605,p0329|p0327|p0326|p0339|p0343,0.721|0.718|0.700|0.681|0.673,0.7415000200271606
p0329,"Part 8: Career Services, Study Away, and Research Opportunities",8,"P8 Careers, Study Away, Research",Office of Global Education and Study Away,,,Global Education & Study Away,74,text,Students may not apply for study away while on Leave of Absence or academic suspension. Students should contact the Office of Global Education upon return to campus. Students may not take summer courses that conflict with Military Training and/or the summer Chinese Society and Culture courses.,46,7,"Leave, Withdrawal & Fees",2.184,8.803,p0328|p0326|p0271|p0165|p0266,0.721|0.666|0.650|0.646|0.633,0.6459000110626221
p0330,"Part 8: Career Services, Study Away, and Research Opportunities",8,"P8 Careers, Study Away, Research",Office of Global Education and Study Away,,,Global Education & Study Away,74,text,"DKU maintains a rich network of opportunities for global learning. Programs around the world include the option of studying at Duke University and a wide variety of international exchanges, university direct enrollment programs, and provider-based programs. Regardless of the program type or location, students must first start their search and application process with the DKU Office of Global Education. Students should refer to the Office of Global Education website for the most up-to-date information on advising for global learning experiences, preapproved program lists, application processes, and credit-transfer processes.",88,5,Campus Life & DKU Identity,3.642,8.6354,p0327|p0339|p0155|p0332|p0343,0.733|0.723|0.717|0.694|0.687,0.7896999716758728
p0331,"Part 8: Career Services, Study Away, and Research Opportunities",8,"P8 Careers, Study Away, Research",Office of Global Education and Study Away,,,Global Education & Study Away,74,text,"Eligible students will have the opportunity to attend Duke University in Durham, North Carolina, in either the fall or spring term of their junior year. The Office of Global Education will take into account individual timing (fall/spring term) preferences. However, students may not be admitted to preferred terms due to capacity limitations. Students will also have the option to attend Duke Summer Session. Normally, students would be encouraged to take the summer session either immediately before or after their junior-year term assignment.",82,8,"Credit Transfer, Placement & Study Away",3.7399,9.1858,p0332|p0333|p0012|p0013|p0336,0.765|0.601|0.596|0.585|0.582,0.7006999850273132
p0332,"Part 8: Career Services, Study Away, and Research Opportunities",8,"P8 Careers, Study Away, Research",Office of Global Education and Study Away,,,Global Education & Study Away,74,text,"Students will be able to choose from a wide range of course options at Duke. They will also have access to extraand co-curricular activities and clubs, as well as other student services on campus. While at Duke, students must abide by Duke's policies and procedures. Please see the Duke University website (https://dukekunshanprograms.duke.edu/welcome) for more details. Students interested in programs or events offered by departments or academic divisions at Duke University, including but not limited to Duke Immerse, Duke BASS Connection, or summer research programs, should consult with both the DKU Office of Global Education and Duke Office of DKU Relations (dkurelations@duke.edu) before applying.",103,8,"Credit Transfer, Placement & Study Away",3.7844,9.1268,p0331|p0012|p0341|p0330|p0334,0.765|0.706|0.697|0.694|0.680,0.7746999859809875
p0333,"Part 8: Career Services, Study Away, and Research Opportunities",8,"P8 Careers, Study Away, Research",Office of Global Education and Study Away,,,Global Education & Study Away,74,text,Students who are interested in marine biology or oceanography may also have the opportunity to study at the Duke Marine Lab for fall term and/or a six-week summer term II before the junior fall term.,35,2,"Grading, CR/NC & Academic Standing",3.8219,9.448,p0331|p0666|p0081|p0332|p0095,0.601|0.528|0.519|0.517|0.505,0.5336999893188477
p0334,"Part 8: Career Services, Study Away, and Research Opportunities",8,"P8 Careers, Study Away, Research",Office of Global Education and Study Away,,,Global Education & Study Away,74,text,"Students studying at Duke University during the term will pay the same tuition they would have paid for a term at DKU, with the same merit scholarship and/or financial aid. Students will be required to cover all other costs, including housing, board, insurance, travel, and living expenses.",47,8,"Credit Transfer, Placement & Study Away",3.4453,8.2372,p0336|p0341|p0223|p0339|p0332,0.736|0.695|0.693|0.692|0.680,0.833299994468689
p0335,"Part 8: Career Services, Study Away, and Research Opportunities",8,"P8 Careers, Study Away, Research",Office of Global Education and Study Away,,,Global Education & Study Away,75,text,"It should be noted that such costs are higher than at Duke Kunshan. Currently, the total cost for one regular term at Duke (including housing, dining plan, insurance, and student fees) is estimated at USD $13,500; this does not include visa and travel expenses.",44,8,"Credit Transfer, Placement & Study Away",3.0602,7.9339,p0104|p0336|p0337|p0334|p0077,0.807|0.706|0.690|0.616|0.598,0.5922999978065491
p0336,"Part 8: Career Services, Study Away, and Research Opportunities",8,"P8 Careers, Study Away, Research",Office of Global Education and Study Away,,,Global Education & Study Away,75,text,"Students are responsible for the full costs of all summer programs, including those at Duke; DKU merit scholarships and/or financial aid cannot be used to cover the cost of summer programs. The cost of a summer term at Duke including tuition is currently calculated to be approximately USD $9,500 for international students and RMB 63,000 for Chinese students (students who choose courses with science labs will pay approximately USD $1,000 more for one science course).",75,8,"Credit Transfer, Placement & Study Away",3.0902,7.8769,p0334|p0335|p0337|p0104|p0112,0.736|0.706|0.696|0.666|0.632,0.7217000126838684
p0337,"Part 8: Career Services, Study Away, and Research Opportunities",8,"P8 Careers, Study Away, Research",Office of Global Education and Study Away,,,Global Education & Study Away,75,text,Detailed cost breakdowns for study at Duke are available in the Sakai Site. Note: US Federal Financial Aid cannot be applied towards costs at Duke University. The use of other scholarships or financial aid towards Duke costs should be verified in advance.,42,8,"Credit Transfer, Placement & Study Away",3.2083,7.9769,p0336|p0335|p0334|p0112|p0104,0.696|0.690|0.675|0.647|0.608,0.6757000088691711
p0338,"Part 8: Career Services, Study Away, and Research Opportunities",8,"P8 Careers, Study Away, Research",Office of Global Education and Study Away,,,Global Education & Study Away,75,text,"DKU maintains an active list of preapproved study away opportunities that include exchange partnerships, direct enrollment in universities, and provider-based programs. Students may have the option of individually petitioning to participate in a program on the basis of academic interests or needs that are not represented among preapproved programs.",49,5,Campus Life & DKU Identity,3.7355,8.6142,p0327|p0339|p0330|p0328|p0182,0.757|0.678|0.653|0.638|0.624,0.6948999762535095
p0339,"Part 8: Career Services, Study Away, and Research Opportunities",8,"P8 Careers, Study Away, Research",Office of Global Education and Study Away,,,Global Education & Study Away,75,text,"Students must receive approval in advance for both the program and individual courses. Although financial accessibility is considered in the range of programs that are preapproved, costs vary significantly by geographical region of study and program type, and are the full responsibility of the student. With the exception of approved exchange partnerships (where tuition is paid to DKU, and housing/program fees are paid to the host institution), DKU merit scholarships and/or financial aid cannot be used to cover the cost. Students may seek additional information on financial planning for study away opportunities and advice for researching program costs on the Office of Global Education website, or by arranging an individual advising session with the Office. Students assume full responsibility for their own financial commitments and payments for programs, whether they are preapproved or approved by petition (including but not limited to deposits, tuition, housing, cost of living, and other program fees).",151,7,"Leave, Withdrawal & Fees",3.426,8.2764,p0327|p0330|p0334|p0328|p0338,0.739|0.723|0.692|0.681|0.678,0.7853999733924866
p0340,"Part 8: Career Services, Study Away, and Research Opportunities",8,"P8 Careers, Study Away, Research",Office of Global Education and Study Away,,,Global Education & Study Away,75,text,"Students may transfer up to a maximum of 40 credits taken outside of the Duke Kunshan University campus, including advanced placement credits. A maximum of 8 credits may be from coursework undertaken while on voluntary leave of absence for personal or medical reasons. No credit will be accepted for coursework taken while a Duke Kunshan University student is withdrawn, suspended, or on involuntary leave of absence. All courses must be pre-approved for transfer credit. Policies and procedures for course approvals are available from the Office of Global Education. (See also Transfer of Work Taken Elsewhere, Part 6.)",97,8,"Credit Transfer, Placement & Study Away",2.6774,9.4175,p0151|p0156|p0153|p0077|p0155,0.923|0.873|0.836|0.823|0.809,0.7773000001907349
p0341,"Part 8: Career Services, Study Away, and Research Opportunities",8,"P8 Careers, Study Away, Research",Office of Global Education and Study Away,,,Global Education & Study Away,75,text,"For courses taken at Duke University: All grades earned at Duke University are entered on the official record at Duke Kunshan University and are used in determining the grade point average. Courses taken while a DKU student is studying away at Duke University may be taken on a Duke Satisfactory/Unsatisfactory basis, subject to Duke’s processes, regulations and deadlines – which may differ from those at DKU. Courses taken at Duke on a S/U basis will transfer back to DKU and be recorded using DKU’s CR/NC system. Such courses will be subject to all regulations and limitations stated for the DKU CR/NC policy in the DKU Bulletin, including all restrictions on the number of credits and which courses can be taken on this basis. Students declaring S/U at Duke are required to consult their DKU academic advisor to ensure that they will be using a DKU CR/NC option in an appropriate manner.",151,8,"Credit Transfer, Placement & Study Away",3.2985,9.3272,p0223|p0342|p0154|p0153|p0343,0.937|0.841|0.800|0.775|0.757,0.8058000206947327
p0342,"Part 8: Career Services, Study Away, and Research Opportunities",8,"P8 Careers, Study Away, Research",Office of Global Education and Study Away,,,Global Education & Study Away,75,text,Students who use S/U on a Duke course that cannot be transferred over as CR/NC at DKU will not earn credits for the course and may be ineligible to retake it at either institution.,34,8,"Credit Transfer, Placement & Study Away",3.148,9.2403,p0223|p0341|p0154|p0343|p0156,0.889|0.841|0.746|0.733|0.672,0.7394000291824341
p0343,"Part 8: Career Services, Study Away, and Research Opportunities",8,"P8 Careers, Study Away, Research",Office of Global Education and Study Away,,,Global Education & Study Away,76,text,"For courses taken at universities other than Duke University: Transfer of academic credit from nonDuke host institutions or programs is neither automatic nor guaranteed. Students should approach course planning carefully and thoroughly familiarize themselves with advising materials and the course approval and transfer process detailed in the Office of Global Education website and Sakai site. Students should complete the course approval process before committing to attend any program. Most courses taken on study away programs are eligible to transfer to DKU as general elective credits, although suitable courses may be submitted for review as full equivalencies or thematic area equivalencies that fulfill major requirements. Only courses taken in which grades of Cor better have been earned are acceptable for transfer credit; courses taken at other institutions with CR/NC grading or the equivalent are not accepted for transfer credit. Students must be able to submit an official transcript, with credits and grades provided by the host institution to the Office of Registrar, DKU.",162,8,"Credit Transfer, Placement & Study Away",3.1997,8.9807,p0155|p0223|p0156|p0154|p0327,0.866|0.797|0.791|0.781|0.779,0.8253999948501587
p0344,"Part 8: Career Services, Study Away, and Research Opportunities",8,"P8 Careers, Study Away, Research",Office of Global Education and Study Away,,,Global Education & Study Away,76,text,"All courses approved for transfer are listed on the student’s permanent record at Duke Kunshan University, but grades earned are not recorded or used in determining the grade point average. Insurance Students are required to have insurance that covers them on-site while studying away. Medical costs and insurance fees/coverage vary by country; students and parents are ultimately responsible for their own medical coverage, and should carefully research and consider their needs throughout participation in a program. Some programs require proof of insurance separately, and others include insurance coverage in program participation fees. Visas Although most programs provide assistance or advice for arranging visas, students ultimately bear responsibility for understanding immigration policies for students in their study away countries, and for ensuring they are compliant with local immigration policy and laws. Similarly, students should research and understand all immigration policies related to their successful return to their home countries and/or DKU following their study away experience.",155,7,"Leave, Withdrawal & Fees",3.3196,8.1138,p0099|p0168|p0326|p0339|p0111,0.606|0.601|0.587|0.585|0.579,0.6797999739646912
p0345,Part 9: Student Affairs and Campus Life,9,P9 Student Affairs,Student Affairs,,,Other (P9),77,text,The Office of Student Affairs supports the physical and psychological wellbeing of students while providing a global student centered co-curricular experience that encourages them to lead purposeful and productive lives.,30,4,Advising & Academic Support,5.53,8.1947,p0347|p0316|p0377|p0586|p0349,0.655|0.593|0.522|0.520|0.506,0.6567000150680542
p0346,Part 9: Student Affairs and Campus Life,9,P9 Student Affairs,Student Affairs,,,Other (P9),77,text,"We promote an inclusive and holistic community by challenging and supporting students with opportunities that foster self-awareness, cross cultural competence, and leadership skills while encouraging a sustained commitment to learning, integrity, and mutual respect.",34,4,Advising & Academic Support,7.4099,8.0654,p0348|p0359|p0353|p0371|p0018,0.561|0.551|0.550|0.540|0.538,0.6610999703407288
p0347,Part 9: Student Affairs and Campus Life,9,P9 Student Affairs,Student Affairs Conceptual Framework,,,Other (P9),77,text,"Every area in Student Affairs is guided by best practices rooted in student development theory. Student Affairs practitioners fully understand the developmental stages of college students and provide programs, services, and initiatives that meet the diverse needs of our domestic and international students from across the globe. Our intent is to challenge and support every student to be the best version of themselves academically, personally, and socially. In-keeping with the joint-venture nature of Duke Kunshan University, Student Affairs is a member of NASPA (Student Affairs Administrators in Higher Education) and ACPA (College Student Educators International), based in the United States, and also a member of APSSA (Asia Pacific Student Services Association) and IASAS (International Association of Student Affairs and Services). Student Affairs staff access professional development journals and training materials consistently to update themselves so that they may provide programs and services that meet the diverse needs of students from China and countries across the globe.",156,5,Campus Life & DKU Identity,5.4971,8.3717,p0345|p0005|p0009|p0375|p0359,0.655|0.646|0.623|0.603|0.602,0.7572000026702881
p0348,Part 9: Student Affairs and Campus Life,9,P9 Student Affairs,Student Affairs Conceptual Framework,Core Values,,Other (P9),77,text,Cultural Competence: • Health and wellness • Critical Thinking • Leadership • Social Responsibility • Respect,16,9,Major Overviews & Tracks,7.8062,7.9488,p0346|p0518|p0517|p0023|p0002,0.561|0.529|0.506|0.485|0.481,0.4302000105381012
p0349,Part 9: Student Affairs and Campus Life,9,P9 Student Affairs,Residence Life,,,Other (P9),77,text,"Our mission is to create opportunities to live, learn, and lead. Committed to creating these opportunities, Residence Life works collaboratively with students, parents, faculty, and staff to help residents navigate their DKU journey in a safe, diverse, inclusive, stimulating, and vibrant community. Along the way, we challenge and support residents to develop their potential, achieve their goals, and prepare for global citizenry. We are a department within the office of Student Affairs, reporting to the Dean of Student Affairs. Simply, Residence Life is responsible for the community building aspects of living on campus. We oversee the RLC team, RA teams, community events and programs, and residential student conduct as well as the room application, assignment, and billing processes. For more information about Residence Life, see our website (https://dukekunshan.edu.cn/en/student-life/residence-life) or email us at residencelife@dukekunshan.edu.cn. We work closely with, but are separate from, the Housing department, who is responsible for the facilities aspects of living on campus such as cleaning, maintenance, room inspections, work requests, indoor air quality, water drinkability, rental refrigerator coordination, and more.",173,5,Campus Life & DKU Identity,4.3132,8.1181,p0351|p0376|p0347|p0359|p0223,0.700|0.603|0.532|0.527|0.516,0.7667999863624573
p0350,Part 9: Student Affairs and Campus Life,9,P9 Student Affairs,Accommodations,,,Other (P9),78,text,"All undergraduate students are required to reside on campus, all four years. On campus includes the main campus as well as any buildings off site that are owned, leased, or operated by the University.",34,7,"Leave, Withdrawal & Fees",4.0755,8.1502,p0376|p0277|p0158|p0351|p0185,0.640|0.568|0.537|0.528|0.512,0.5131999850273132
p0351,Part 9: Student Affairs and Campus Life,9,P9 Student Affairs,Accommodations,,,Other (P9),78,text,"Our residence halls are homes for the students who live there. Many people use the word “dorm” to describe the places students live on university campuses. “Dormitory” is word derived from the Latin for “sleep”. Since our facilities are part of something far more impactful and meaningful than sleep alone, we use the term residence hall to describe any of the residential buildings. Each hall is supervised by a full-time Residence Life Coordinator, who also lives in the building. Further, each Residence Life Coordinator supervises a team of Resident Assistants who help students develop a sense of community. Information about each residence hall can be found online: https://dukekunshan.edu.cn/en/student-life/residence-life/residence-halls.",108,5,Campus Life & DKU Identity,4.229,8.0481,p0349|p0352|p0376|p0350|p0358,0.700|0.612|0.577|0.528|0.408,0.5996000170707703
p0352,Part 9: Student Affairs and Campus Life,9,P9 Student Affairs,Accommodations,,,Other (P9),78,text,"Room assignments are made by Residence Life, before the school year begins, through the Mercury system. Within the room assignment application, information about roommate matching, building preferences, and room type preferences will be collected, and students will sign a Room Assignment Agreement. While we collect these preferences, we ask for your understanding that there are limitations that don’t enable us to give everyone exactly what they prefer. The options available and application timelines for different academic programs and levels is slightly different, so be sure to pay attention to emails sent by Residence Life and information posted online: https://dukekunshan.edu.cn/en/student-life/residence-life/applying-room-assignment.",99,7,"Leave, Withdrawal & Fees",4.097,8.0992,p0351|p0376|p0349|p0350|p0277,0.612|0.526|0.509|0.461|0.425,0.45329999923706055
p0353,Part 9: Student Affairs and Campus Life,9,P9 Student Affairs,Leadership Development,,,Other (P9),78,text,"The Global Leadership Academy is designed to help students become global leaders who can positively impact the campus, Kunshan community, and the world. The Global Leadership Academy was created and rooted in a theoretical framework that helps students understand consciousness of self, congruence, commitment, common purpose, controversy with civility, collaboration, and citizenship. Throughout the six term, experience-tiered Academy growing in depth and breadth each term of participation, participants discover who they are as a leader, explore different aspects of leaderships, and blaze their own trail of continued leadership development.",89,9,Major Overviews & Tracks,7.7608,7.9551,p0539|p0009|p0005|p0023|p0346,0.616|0.608|0.570|0.551|0.550,0.5723000168800354
p0354,Part 9: Student Affairs and Campus Life,9,P9 Student Affairs,Campus Engagement,,,Other (P9),79,text,"Campus Engagement serves students by offering programs that foster inter-cultural knowledge building and understanding, co-curricular learning, community involvement, peer-to-peer interaction, arts & cultural exploration, and personal development. These programs are done in partnership within the Campus Engagement areas of Arts & Culture, the Blue Oasis Student Center, Campus Programs, and Clubs and Organizations.",53,4,Advising & Academic Support,5.4254,8.4171,p0359|p0358|p0020|p0357|p0347,0.648|0.541|0.519|0.511|0.503,0.669700026512146
